"Valuación de Inventarios","0001-AGV","DENTAL TRADE",
"Artículo","Descripción","Existencias",,,
"60-119","Banda Anatómica Advance para Primer Molar UR19",,"887",,,
"60-120","Banda Anatómica Advance para Primer Molar UR20",,"695",,,
"60-121","Banda Anatómica Advance para Primer Molar UR21",,"833",,,
"60-122","Banda Anatómica Advance para Primer Molar UR22",,"758",,,
"60-123","Banda Anatómica Advance para Primer Molar UR23",,"699",,,
"60-124","Banda Anatómica Advance para Primer Molar UR24",,"707",,,
"60-125","Banda Anatómica Advance para Primer Molar UR25",,"888",,,
"60-126","Banda Anatómica Advance para Primer Molar UR26",,"643",,,
"60-127","Banda Anatómica Advance para Primer Molar UR27",,"845",,,
"60-128","Banda Anatómica Advance para Primer Molar UR28",,"803",,,
"60-129","Banda Anatómica Advance para Primer Molar UR29",,"313",,,
"60-130","Banda Anatómica Advance para Primer Molar UR30",,"281",,,
"60-131","Banda Anatómica Advance para Primer Molar UR31",,"288",,,
"60-132","Banda Anatómica Advance para Primer Molar UR32",,"253",,,
"60-201","Banda Anatómica Advance para Primer Molar UL1",,"299",,,
"60-202","Banda Anatómica Advance para Primer Molar UL2",,"282",,,
"60-203","Banda Anatómica Advance para Primer Molar UL3",,"413",,,
"60-204","Banda Anatómica Advance para Primer Molar UL4",,"523",,,
"60-205","Banda Anatómica Advance para Primer Molar UL5",,"454",,,
"60-206","Banda Anatómica Advance para Primer Molar UL6",,"448",,,
"60-207","Banda Anatómica Advance para Primer Molar UL7",,"355",,,
"60-208","Banda Anatómica Advance para Primer Molar UL8",,"470",,,
"60-209","Banda Anatómica Advance para Primer Molar UL9",,"418",,,
"60-210","Banda Anatómica Advance para Primer Molar UL10",,"767",,,
"60-211","Banda Anatómica Advance para Primer Molar UL11",,"815",,,
"60-212","Banda Anatómica Advance para Primer Molar UL12",,"684",,,
"60-213","Banda Anatómica Advance para Primer Molar UL13",,"550",,,
"60-214","Banda Anatómica Advance para Primer Molar UL14",,"752",,,
"60-215","Banda Anatómica Advance para Primer Molar UL15",,"780",,,
"60-216","Banda Anatómica Advance para Primer Molar UL16",,"1046",,,
"60-217","Banda Anatómica Advance para Primer Molar UL17",,"896",,,
"60-218","Banda Anatómica Advance para Primer Molar UL18",,"1026",,,
"60-219","Banda Anatómica Advance para Primer Molar UL19",,"1197",,,
"60-220","Banda Anatómica Advance para Primer Molar UL20",,"854",,,
"60-221","Banda Anatómica Advance para Primer Molar UL21",,"848",,,
"60-222","Banda Anatómica Advance para Primer Molar UL22",,"695",,,
"60-223","Banda Anatómica Advance para Primer Molar UL23",,"699",,,
"60-224","Banda Anatómica Advance para Primer Molar UL24",,"655",,,
"60-225","Banda Anatómica Advance para Primer Molar UL25",,"642",,,
"60-226","Banda Anatómica Advance para Primer Molar UL26",,"460",,,
"60-227","Banda Anatómica Advance para Primer Molar UL27",,"692",,,
"60-228","Banda Anatómica Advance para Primer Molar UL28",,"738",,,
"60-229","Banda Anatómica Advance para Primer Molar UL29",,"278",,,
"60-230","Banda Anatómica Advance para Primer Molar UL30",,"313",,,
"60-231","Banda Anatómica Advance para Primer Molar UL31",,"175",,,
"60-232","Banda Anatómica Advance para Primer Molar UL32",,"228",,,
"60-301","Banda Anatómica Advance para Primer Molar LR1",,"209",,,
"60-302","Banda Anatómica Advance para Primer Molar LR2",,"211",,,
"60-303","Banda Anatómica Advance para Primer Molar LR3",,"209",,,
"60-304","Banda Anatómica Advance para Primer Molar LR4",,"403",,,
"60-305","Banda Anatómica Advance para Primer Molar LR5",,"421",,,
"60-306","Banda Anatómica Advance para Primer Molar LR6",,"524",,,
"60-307","Banda Anatómica Advance para Primer Molar LR7",,"322",,,
"60-308","Banda Anatómica Advance para Primer Molar LR8",,"450",,,
"60-309","Banda Anatómica Advance para Primer Molar LR9",,"344",,,
"60-310","Banda Anatómica Advance para Primer Molar LR10",,"605",,,
"60-311","Banda Anatómica Advance para Primer Molar LR11",,"373",,,
"60-312","Banda Anatómica Advance para Primer Molar LR12",,"437",,,
"60-313","Banda Anatómica Advance para Primer Molar LR13",,"657",,,
"60-314","Banda Anatómica Advance para Primer Molar LR14",,"557",,,
"60-315","Banda Anatómica Advance para Primer Molar LR15",,"1007",,,
"60-316","Banda Anatómica Advance para Primer Molar LR16",,"1101",,,
"60-317","Banda Anatómica Advance para Primer Molar LR17",,"931",,,
"60-318","Banda Anatómica Advance para Primer Molar LR18",,"905",,,
"60-319","Banda Anatómica Advance para Primer Molar LR19",,"996",,,
"60-320","Banda Anatómica Advance para Primer Molar LR20",,"945",,,
"60-321","Banda Anatómica Advance para Primer Molar LR21",,"760",,,
"60-322","Banda Anatómica Advance para Primer Molar LR22",,"1010",,,
"60-323","Banda Anatómica Advance para Primer Molar LR23",,"948",,,
"60-324","Banda Anatómica Advance para Primer Molar LR24",,"982",,,
"60-325","Banda Anatómica Advance para Primer Molar LR25",,"755",,,
"60-326","Banda Anatómica Advance para Primer Molar LR26",,"731",,,
"60-327","Banda Anatómica Advance para Primer Molar LR27",,"778",,,
"60-328","Banda Anatómica Advance para Primer Molar LR28",,"800",,,
"60-329","Banda Anatómica Advance para Primer Molar LR29",,"310",,,
"60-330","Banda Anatómica Advance para Primer Molar LR30",,"340",,,
"60-331","Banda Anatómica Advance para Primer Molar LR31",,"202",,,
"60-332","Banda Anatómica Advance para Primer Molar LR32",,"175",,,
"60-401","Banda Anatómica Advance para Primer Molar LL1",,"392",,,
"60-402","Banda Anatómica Advance para Primer Molar LL2",,"358",,,
"60-403","Banda Anatómica Advance para Primer Molar LL3",,"279",,,
"60-404","Banda Anatómica Advance para Primer Molar LL4",,"554",,,
"60-405","Banda Anatómica Advance para Primer Molar LL5",,"361",,,
"60-406","Banda Anatómica Advance para Primer Molar LL6",,"433",,,
"60-407","Banda Anatómica Advance para Primer Molar LL7",,"316",,,
"60-408","Banda Anatómica Advance para Primer Molar LL8",,"605",,,
"60-409","Banda Anatómica Advance para Primer Molar LL9",,"656",,,
"60-410","Banda Anatómica Advance para Primer Molar LL10",,"845",,,
"60-411","Banda Anatómica Advance para Primer Molar LL11",,"647",,,
"60-412","Banda Anatómica Advance para Primer Molar LL12",,"582",,,
"60-412-01","Banda Anatómica Advance con tubo Roth doble UR.022",,"105",,,
"60-412-02","Banda Anatómica Advance con tubo Roth doble UR.022",,"163",,,
"60-412-03","Banda Anatómica Advance con tubo Roth doble UR.022",,"139",,,
"60-412-04","Banda Anatómica Advance con tubo Roth doble UR.022",,"149",,,
"60-412-05","Banda Anatómica Advance con tubo Roth doble UR.022",,"177",,,
"60-412-06","Banda Anatómica Advance con tubo Roth doble UR.022",,"111",,,
"60-412-07","Banda Anatómica Advance con tubo Roth doble UR.022",,"132",,,
"60-412-08","Banda Anatómica Advance con tubo Roth doble UR.022",,"76",,,
"60-412-09","Banda Anatómica Advance con tubo Roth doble UR.022",,"145",,,
"60-412-10","Banda Anatómica Advance con tubo Roth doble UR.022",,"197",,,
"60-412-11","Banda Anatómica Advance con tubo Roth doble UR.022",,"167",,,
"60-412-12","Banda Anatómica Advance con tubo Roth doble UR.022",,"159",,,
"60-412-13","Banda Anatómica Advance con tubo Roth doble UR.022",,"215",,,
"60-412-14","Banda Anatómica Advance con tubo Roth doble UR.022",,"217",,,
"60-412-15","Banda Anatómica Advance con tubo Roth doble UR.022",,"222",,,
"60-412-16","Banda Anatómica Advance con tubo Roth doble UR.022",,"259",,,
"60-412-17","Banda Anatómica Advance con tubo Roth doble UR.022",,"296",,,
"60-412-18","Banda Anatómica Advance con tubo Roth doble UR.022",,"233",,,
"60-412-19","Banda Anatómica Advance con tubo Roth doble UR.022",,"299",,,
"60-412-20","Banda Anatómica Advance con tubo Roth doble UR.022",,"192",,,
"60-412-21","Banda Anatómica Advance con tubo Roth doble UR.022",,"232",,,
"60-412-22","Banda Anatómica Advance con tubo Roth doble UR.022",,"132",,,
"60-412-23","Banda Anatómica Advance con tubo Roth doble UR.022",,"96",,,
"60-412-24","Banda Anatómica Advance con tubo Roth doble UR.022",,"143",,,
"60-412-25","Banda Anatómica Advance con tubo Roth doble UR.022",,"183",,,
"60-412-26","Banda Anatómica Advance con tubo Roth doble UR.022",,"167",,,
"60-412-27","Banda Anatómica Advance con tubo Roth doble UR.022",,"152",,,
"60-412-28","Banda Anatómica Advance con tubo Roth doble UR.022",,"114",,,
"60-412-29","Banda Anatómica Advance con tubo Roth doble UR.022",,"138",,,
"60-412-30","Banda Anatómica Advance con tubo Roth doble UR.022",,"105",,,
"60-412-31","Banda Anatómica Advance con tubo Roth doble UR.022",,"88",,,
"60-412-32","Banda Anatómica Advance con tubo Roth doble UR.022",,"49",,,
"60-413","Banda Anatómica Advance para Primer Molar LL13",,"707",,,
"60-414","Banda Anatómica Advance para Primer Molar LL14",,"844",,,
"60-415","Banda Anatómica Advance para Primer Molar LL15",,"952",,,
"60-416","Banda Anatómica Advance para Primer Molar LL16",,"994",,,
"60-417","Banda Anatómica Advance para Primer Molar LL17",,"826",,,
"60-418","Banda Anatómica Advance para Primer Molar LL18",,"859",,,
"60-419","Banda Anatómica Advance para Primer Molar LL19",,"877",,,
"60-420","Banda Anatómica Advance para Primer Molar LL20",,"928",,,
"60-421","Banda Anatómica Advance para Primer Molar LL21",,"822",,,
"60-422","Banda Anatómica Advance para Primer Molar LL22",,"1029",,,
"60-422-01","Banda Anatómica Advance con tubo Roth doble UL.022",,"35",,,
"60-422-02","Banda Anatómica Advance con tubo Roth doble UL.022",,"42",,,
"60-422-03","Banda Anatómica Advance con tubo Roth doble UL.022",,"82",,,
"60-422-04","Banda Anatómica Advance con tubo Roth doble UL.022",,"65",,,
"60-422-05","Banda Anatómica Advance con tubo Roth doble UL.022",,"58",,,
"60-422-06","Banda Anatómica Advance con tubo Roth doble UL.022",,"133",,,
"60-422-07","Banda Anatómica Advance con tubo Roth doble UL.022",,"76",,,
"60-422-08","Banda Anatómica Advance con tubo Roth doble UL.022",,"138",,,
"60-422-09","Banda Anatómica Advance con tubo Roth doble UL.022",,"119",,,
"60-422-10","Banda Anatómica Advance con tubo Roth doble UL.022",,"108",,,
"60-422-11","Banda Anatómica Advance con tubo Roth doble UL.022",,"156",,,
"60-422-12","Banda Anatómica Advance con tubo Roth doble UL.022",,"148",,,
"60-422-13","Banda Anatómica Advance con tubo Roth doble UL.022",,"188",,,
"60-422-14","Banda Anatómica Advance con tubo Roth doble UL.022",,"240",,,
"60-422-15","Banda Anatómica Advance con tubo Roth doble UL.022",,"241",,,
"60-422-16","Banda Anatómica Advance con tubo Roth doble UL.022",,"210",,,
"60-422-17","Banda Anatómica Advance con tubo Roth doble UL.022",,"279",,,
"60-422-18","Banda Anatómica Advance con tubo Roth doble UL.022",,"282",,,
"60-422-19","Banda Anatómica Advance con tubo Roth doble UL.022",,"238",,,
"60-422-20","Banda Anatómica Advance con tubo Roth doble UL.022",,"236",,,
"60-422-21","Banda Anatómica Advance con tubo Roth doble UL.022",,"239",,,
"60-422-22","Banda Anatómica Advance con tubo Roth doble UL.022",,"198",,,
"60-422-23","Banda Anatómica Advance con tubo Roth doble UL.022",,"128",,,
"60-422-24","Banda Anatómica Advance con tubo Roth doble UL.022",,"107",,,
"60-422-25","Banda Anatómica Advance con tubo Roth doble UL.022",,"212",,,
"60-422-26","Banda Anatómica Advance con tubo Roth doble UL.022",,"201",,,
"60-422-27","Banda Anatómica Advance con tubo Roth doble UL.022",,"179",,,
"60-422-28","Banda Anatómica Advance con tubo Roth doble UL.022",,"114",,,
"60-422-29","Banda Anatómica Advance con tubo Roth doble UL.022",,"104",,,
"60-422-30","Banda Anatómica Advance con tubo Roth doble UL.022",,"131",,,
"60-422-31","Banda Anatómica Advance con tubo Roth doble UL.022",,"98",,,
"60-422-32","Banda Anatómica Advance con tubo Roth doble UL.022",,"104",,,
"60-423","Banda Anatómica Advance para Primer Molar LL23",,"1002",,,
"60-424","Banda Anatómica Advance para Primer Molar LL24",,"1045",,,
"60-425","Banda Anatómica Advance para Primer Molar LL25",,"768",,,
"60-426","Banda Anatómica Advance para Primer Molar LL26",,"832",,,
"60-427","Banda Anatómica Advance para Primer Molar LL27",,"843",,,
"60-428","Banda Anatómica Advance para Primer Molar LL28",,"864",,,
"60-429","Banda Anatómica Advance para Primer Molar LL29",,"282",,,
"60-430","Banda Anatómica Advance para Primer Molar LL30",,"303",,,
"60-431","Banda Anatómica Advance para Primer Molar LL31",,"845",,,
"60-432","Banda Anatómica Advance para Primer Molar LL32",,"94",,,
"60-432-01","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"80",,,
"60-432-02","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"64",,,
"60-432-03","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"91",,,
"60-432-04","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"80",,,
"60-432-05","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"77",,,
"60-432-06","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"89",,,
"60-432-07","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"67",,,
"60-432-08","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"88",,,
"60-432-09","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"116",,,
"60-432-10","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"142",,,
"60-432-11","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"212",,,
"60-432-12","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"166",,,
"60-432-13","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"229",,,
"60-432-14","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"201",,,
"60-432-15","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"330",,,
"60-432-16","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"316",,,
"60-432-17","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"251",,,
"60-432-18","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"226",,,
"60-432-19","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"215",,,
"60-432-20","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"299",,,
"60-432-21","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"313",,,
"60-432-22","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"213",,,
"60-432-23","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"262",,,
"60-432-24","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"174",,,
"60-432-25","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"153",,,
"60-432-26","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"152",,,
"60-432-27","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"179",,,
"60-432-28","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"112",,,
"60-432-29","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"79",,,
"60-432-30","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"76",,,
"60-432-31","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"70",,,
"60-432-32","Banda Anatómica Advance con tubo Roth sencillo LR.022",,"97",,,
"60-442-01","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"57",,,
"60-442-02","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"100",,,
"60-442-03","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"92",,,
"60-442-04","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"81",,,
"60-442-05","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"98",,,
"60-442-06","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"78",,,
"60-442-07","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"54",,,
"60-442-08","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"72",,,
"60-442-09","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"119",,,
"60-442-10","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"130",,,
"60-442-11","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"162",,,
"60-442-12","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"147",,,
"60-442-13","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"197",,,
"60-442-14","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"216",,,
"60-442-15","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"261",,,
"60-442-16","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"301",,,
"60-442-17","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"239",,,
"60-442-18","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"286",,,
"60-442-19","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"263",,,
"60-442-20","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"318",,,
"60-442-21","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"282",,,
"60-442-22","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"160",,,
"60-442-23","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"278",,,
"60-442-24","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"200",,,
"60-442-25","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"209",,,
"60-442-26","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"110",,,
"60-442-27","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"137",,,
"60-442-28","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"124",,,
"60-442-29","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"134",,,
"60-442-30","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"64",,,
"60-442-31","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"66",,,
"60-442-32","Banda Anatómica Advance con tubo Roth sencillo LL.022",,"112",,,
"68-162-072","Tubo Smile System UR sencillo no convertible c/malla .022 c/5 piezas",,"141",,,
"68-162-09","Tubo Black Roth UR doble convertible c/malla .022",,"128",,,
"68-172-072","Tubo Smile System UR sencillo no convertible p/7 c/malla .022 c/5 piezas",,"127",,,
"68-172-80","Tubo Black Duo Roth UR sencillo no convertible p/7 c/malla .022",,"252",,,
"68-262-072","Tubo Smile System UL sencillo no convertible c/malla .022 c/5 piezas",,"128",,,
"68-262-09","Tubo Black Roth UL doble convertible c/malla .022",,"147",,,
"68-272-072","Tubo Smile System UL sencillo no convertible p/7 c/malla .022 c/5 piezas",,"140",,,
"68-272-80","Tubo Black Duo Roth UL sencillo no convertible p/7 c/malla .022",,"104",,,
"68-362-072","Tubo Smile System LR sencillo no convertible c/malla .022 c/5 piezas",,"69",,,
"68-362-09","Tubo Black Roth LR sencillo convertible c/malla .022",,"18",,,
"68-372-05","Tubo Black Roth LR sencillo no convertible p/7 c/malla .022",,"22",,,
"68-372-072","Tubo Smile System LR sencillo no convertible p/7 c/malla .022 c/5 piezas",,"35",,,
"68-372-80","Tubo Black Duo Roth LR sencillo no convertible p/7 c/malla .022",,"107",,,
"68-462-072","Tubo Smile System LL sencillo no convertible c/malla .022 c/5 piezas",,"154",,,
"68-462-09","Tubo Black Roth LL sencillo convertible c/malla .022",,"2",,,
"68-472-072","Tubo Smile System LL sencillo no convertible p/7 c/malla .022 c/5 piezas",,"67",,,
"68-472-80","Tubo Black Duo Roth LL sencillo no convertible p/7 c/malla .022",,"2",,,
"69-162-05","Tubo Black Roth UR sencillo convertible p/soldar .022 c/5 piezas",,"17",,,
"69-162-07","Tubo Black Roth UR triple convertible p/soldar .022 c/5 piezas",,"281",,,
"69-162-09","Tubo Black Roth UR doble convertible p/soldar .022 c/5 piezas",,"293",,,
"69-162-51","Tubo Black Duo Roth UR doble convertible p/soldar .022 5 piezas",,"46",,,
"69-162-80","Tubo Black Duo Roth UR triple convertible p/soldar .022 c/5 piezas",,"142",,,
"69-172-09","Tubo Black Roth UR sencillo no convertible .022 c/5 piezas",,"3",,,
"69-262-05","Tubo Black Roth UL sencillo convertible .022 c/5 piezas",,"8",,,
"69-262-07","Tubo Black Roth UL triples convertibles p/soldar .022 c/5 piezas",,"11",,,
